ytid,fmin (Hz),fmax (Hz),F0 25th percentile (Hz),F0 50th percentile (Hz),F0 75th percentile (Hz),F0 Mean (Hz),F0 Delta Mean (Hz),RMS Mean,RMS Delta Mean,Spectral Centroid Mean (Hz),Spectral Centroid Delta Mean (Hz),Adjusted Centroid Mean,HNR Mean,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC Delta1,MFCC Delta2,MFCC Delta3,MFCC Delta4,MFCC Delta5,MFCC Delta6,MFCC Delta7,MFCC Delta8,MFCC Delta9,MFCC Delta10,MFCC Delta11,MFCC Delta12,gender_label
04e9N_422v0,162.9207307515221,391.9954359817493,214.9751930555341,252.7136380993477,270.8517709358815,244.0824669335471,0.3792778094806232,0.13287885,0.000301456,1249.1182174733176,-2.639583079,5.3014089793409545,3.938195783662327,142.2587891,1.7660926580429075,-1.849514127,-7.178652287,-32.95918274,-8.521439552,-17.83049965,-9.065616608,-3.533921957,-11.58489037,-8.608249664,-10.99576855,0.090395443,-0.652673483,-0.062646665,-0.117559619,-0.35424611,0.3320369124412536,-0.41514504,0.095349513,0.072715551,0.001796234,0.041164543,0.034568664,4
8mHwIle6WQY,235.7901617579845,378.6426323875052,280.40333801023763,323.9647527821156,343.2286994458844,311.02152338896855,-1.261855318,0.1515052,-0.000630825,2423.9639656458594,3.5036510681663326,7.909506237806455,9.740258416237571,54.25169754,-22.02545357,-16.82722092,-17.29196739,1.517092466,-17.83018494,-13.64182854,-5.586147308,-14.10400677,-15.84452248,0.3461669683456421,-17.20850372,0.05298515,0.3562573790550232,-0.441130549,0.028961994,-0.071136869,-0.047855303,-0.008134639,-0.432909191,0.1436779201030731,0.2620047330856323,-0.086480908,-0.110912174,4
1vBrnwzTE-U,180.77186920887388,378.6426323875052,239.91170118635668,248.37216905734883,260.1187129259726,258.1701740809469,0.1264715932182762,0.08867376,-0.000190194,1627.536907795721,-2.958077834,6.403539066624265,7.934419865914905,105.0145034790039,-71.21741486,27.23884010314941,-37.29648972,-10.56708241,-26.77898598,-15.90639114,-16.50248146,-12.7149353,-4.920288086,-14.93340874,-18.3873806,0.3063238561153412,0.1365285664796829,-0.112980835,-0.229740828,0.066296577,-0.069954112,0.027576704,0.050629061,0.1050736531615257,0.4133071005344391,-0.001540313,0.041959517,4
#NAME?,180.77186920887388,394.2662424412591,207.054354,218.73289323986043,246.94165062806204,230.6510203199996,0.2474195484458547,0.1737854,-0.000268984,1230.0528175748225,-1.229972431,5.381139720361888,5.392335502159285,167.4508514404297,-44.4860878,4.584866046905518,-3.327846289,-31.07168579,-15.30351448,-3.725289106,-14.03879261,-5.480805397,-12.54336357,-3.802920103,-15.01610374,0.2381447553634643,-0.062119707,0.057941552,0.2620382606983185,-0.041784655,-0.079593636,-0.038503572,-0.100408353,0.058760941,0.096754186,-0.056943905,-0.024762837,4
2hBAb1haPXA,166.7288223161438,267.740773,183.93170582347207,214.9751930555341,251.98587637385876,217.6840698943459,0.076819488,0.09281424,0.000174906,1822.152137460118,13.498117328406218,8.568757659372016,-4.918229875,113.62611389160156,-32.99509048,-11.98400784,-19.51189995,-19.82150459,-9.160049438,-6.284957886,-11.2156744,-0.452153563,-9.400064468,-1.765416384,-7.993802071,-0.669727087,-0.317266941,0.3090305924415588,0.758842409,0.2074230313301086,-0.468178809,-0.550046325,0.3654493987560272,-0.14617002,0.034422636,-0.03075029,-0.135814622,4
31FoIjI0nUE,234.43211035826656,541.7035419,261.6255653005986,293.6647679174075,410.5345162761952,336.0226620159744,0.9726567057033828,0.13505633,-0.000758247,1512.4122058420526,-2.840798137,4.829885142258016,8.203636481058394,116.3803939819336,-30.86381531,-4.923700333,-3.348109484,-29.64665794,-5.129506588,-29.23667526,-17.87742615,1.3912522792816162,-19.99166298,4.626819133758545,-7.119994164,0.2047247737646103,-0.04349035,-0.158613428,0.1006144061684608,0.020749837,-0.090929061,0.1285045146942138,0.018364051,-0.184182972,-0.069318585,-0.291993588,0.045259736,4
1GujgzNQsLA,182.8723371514133,488.2105677098518,235.7901617579845,244.1052838549259,272.4253439274113,261.9895291397394,-1.10330567,0.038151342,0.001443493,1919.155152279746,-1.899536865,7.4714133468480926,-106.0476491,100.9288558959961,-33.48332214,0.4175657033920288,-3.129359961,-4.604884624,-8.13329792,6.6981635093688965,2.3119940757751465,10.429685592651367,-2.920084238,1.323796629905701,-12.22015667,-0.078409664,-1.191936851,-0.494418949,-0.146041855,0.3072467744350433,-0.029620409,0.2135893702507019,0.5723652839660645,0.1320704519748687,-0.242084935,-0.371331125,0.1338586211204528,4
dvwsh5JBxrQ,191.5211239251473,264.6655079380657,207.9530782,220,235.4506489,221.29498084299107,-0.482286265,0.092067346,-0.00010199,1255.4919907759931,-7.551419249,5.822218890078232,2.039022472749937,154.84561157226562,-17.96683693,-1.073240638,4.236736774,-23.20658493,-7.276144028,-0.574015975,-4.25702858,5.009924411773682,-3.102426052,6.214242458343506,0.6384585499763489,0.9498739242553712,-0.170627102,-0.620692194,0.027758494,0.1360701620578766,0.2648673951625824,0.080341227,-0.151756138,0.1669740825891494,0.05755065,0.01689445,-0.138210431,4
0GTSnitfoS8,706.5721360397714,816.3400229083522,712.7236878,731.4893486056533,748.5871016367529,734.5142971116765,2.1438804606637563,0.042086195,-0.000899646,3046.2881014151253,-14.09336924,4.122191505480264,-110.4688618,134.91798400878906,11.71561336517334,14.676259994506836,3.948446750640869,2.615343809127808,-2.414424658,-1.695677996,-0.34387973,11.695261001586914,8.074028968811035,1.1454334259033203,-0.273743629,0.8791746497154236,0.1463335752487182,-0.006939355,0.2707614302635193,0.1414010524749755,0.1912305057048797,-0.113326706,0.076098152,-0.181957886,0.048737224,-0.077075072,0.043948874,4
POC1XicUo9E,132.33275396903284,241.30149553281768,168.66611791365605,188.23090565017245,211.8940201373435,187.3018634385093,-0.906356212,0.117415704,-0.000104816,1445.4590647882071,-0.498097681,7.867053188,6.219839152085316,119.5035171508789,-22.27056313,36.33389663696289,-13.36580849,-9.569403648,-16.23397636,-10.20166397,-16.87908936,-9.507923126,-18.51089859,-5.126385689,-21.84845161,-0.204136893,0.3380369842052459,0.3818509578704834,0.2723388969898224,0.1167474761605262,-0.094024256,-0.206985861,-0.088728353,-0.082338519,0.1602151542901992,-0.063018732,-0.057972409,4
U3aESY12AyM,72.57293509250917,199.42369775418427,85.3129619,168.1803952358949,178.69552719837182,148.1670880937176,1.305967422238088,0.03489245,-0.000241505,1324.7087184977352,-3.737899757,9.958688179866815,-68.09366687,152.09080505371094,-15.61338806,4.367050647735596,-9.416009903,-10.92222404,0.009589546,-0.028565975,-16.56860542,2.337439537,2.369734525680542,-6.538090229,0.044964928,-0.053098436,0.4973981976509094,0.6499411463737488,0.1067516580224037,0.024759909,0.2015798091888427,-0.079272464,0.1572670042514801,-0.304086357,-0.090571925,-0.054916978,-0.30748564,4
BOxWixQ4nE0,148.53849407850086,440,192.63059450929472,207.6523487899725,269.2917795270241,236.5228862747929,-2.549169717,0.10397299,-0.000322111,1124.4636154466214,0.2358584731041832,5.225871472018713,-1.593203776,191.1265106201172,-66.28236389,16.661758422851562,-10.03796577,-25.87935066,-3.675291538,-16.60374069,0.850432277,3.8131089210510254,-4.063513756,-7.913249016,-19.03848648,-0.069572948,0.1083004623651504,0.1738721877336502,0.4243669211864471,-0.035184413,-0.293330818,-0.182675749,0.3385365009307861,0.1428933143615722,-0.207807556,0.1417651623487472,0.1128616333007812,4
ESOu5e09YMU,190.41804342135143,290.2917403700367,201.74088950502764,207.6523487899725,266.1986996282444,228.28640115855887,-0.010073827,0.06981028,-0.000190801,1878.2500797292216,14.692109031065945,8.329259954988379,-2.521548325,96.72406005859376,-29.34706306,1.3080700635910034,-0.81895256,-25.76201248,-20.07735252,-18.92996025,-11.59096527,-5.462917805,-10.7934351,-6.002469063,-15.5426302,-1.037768006,0.4847065508365631,0.6182466149330139,0.2162073403596878,0.1154397055506706,0.1030609160661697,0.020642437,0.09599334,-0.012597367,-0.021644805,-0.035451524,-0.03611159,4
kq92FObF6Ho,146.83238395870376,323.9647527821156,197.1331212206296,237.1560802694281,249.81097439559295,227.72790464433183,-1.667666178,0.10105237,-0.000217362,1526.878013492789,0.8144431344652342,6.787986408832079,8.289650695612663,117.08019256591795,15.649158477783203,6.016554832458496,-11.2750082,-27.1007309,-10.81408501,-8.891058922,-7.907867908,6.094587326049805,-10.40507412,3.2655577659606934,-16.15690804,-0.037369147,0.2311569601297378,-0.098134637,-0.176724806,0.2060433030128479,0.065897606,0.03895003,-0.099840015,0.059217691,0.1324081271886825,-0.003554752,0.1059250980615615,4
0iTtD8RHj_E,160.12185011264057,244.1052838549259,174.6141157165019,191.5211239251473,205.2672581380976,193.1841508089698,0.1755608277455022,0.066576235,-8.13E-05,2316.376045313164,5.790404250579199,12.157971968791506,-25.83615683,71.16820526123047,-57.82995987,7.777161121368408,-9.65348053,-13.80710506,-16.9468708,-36.22836304,-22.65789604,0.5027623176574707,-9.752083778,3.3918964862823486,-11.52179432,-0.369426012,-0.042452738,0.1915760189294815,0.028682457,-0.219042182,-0.243326113,0.1510191857814788,0.1935203373432159,-0.106261902,-0.033790693,-0.019738303,-0.132600322,4
1SAr9C74-BU,178.69552719837182,333.4576446322876,200.5789474828077,245.51937137864908,290.2917403700367,245.8853883651641,1.6514872963004368,0.11069419,-8.84E-05,2111.6606949077163,-2.004223324,8.888673464,0.067386166,89.06022644042969,-32.80176163,-3.766399622,-28.90460777,-19.5547123,-2.3403337,-9.812574387,-30.39533234,-0.81720376,-11.368577,1.9117714166641235,-6.181219101,-0.053303052,0.2746997773647308,0.2212041020393371,0.0509197,-0.183505371,-0.050674919,-0.155401468,-0.061195914,-0.031266198,-0.03388112,0.037234288,0.058986735,2
5PiDGwmiBps,186.06888929891863,357.39105439674364,262.76225141182124,306.6676969423492,312.9293240034019,288.3470832609204,1.1559952201683783,0.17852943,-0.000157141,2136.0927310175693,1.4757966227121824,7.466002282140198,10.965046048426734,99.13391113,-35.76182938,33.794403076171875,-66.63671112,27.90353775024414,-32.59801483,2.1217057704925537,-10.24791145,14.15194606781006,0.7678315043449402,-6.642318249,2.8537826538085938,-0.059589658,-0.121241622,-0.16906853,-0.01377314,0.05494431,0.1296329498291015,0.079828747,0.1306696385145187,0.1415927112102508,0.072559379,0.1254650205373764,0.018916693,0
1HAPGhieaPo,191.5211239251473,429.9503861110682,218.73289323986043,251.2581146483697,272.42079928303684,259.4106943678243,0.1487369335526786,0.12790339,-0.000377722,945.2506293370102,1.1766489209758666,3.7378119105084937,-20.17295212,183.4750366210937,-40.36962509,10.508596420288086,17.28814125061035,-32.76974869,-3.814678192,-1.313907623,-27.3584137,-12.11101341,-9.809578896,-17.14760971,-9.110325813,-0.155895039,-0.050215974,-0.263056248,0.1190218776464462,0.1209157109260559,-0.439948052,-0.293413937,0.1029566973447799,-0.003633976,-0.085872419,0.03697652,0.1510952860116958,0
20qQSvMC2Hw,65.7852867,270.8517709358815,66.16637698451642,66.54967490706109,268.90402789715057,153.62690884871262,0.1461617682031419,0.14740685,-0.000586575,2196.716152771161,-0.383766788,22.602655565500758,3.579335202332249,67.56330871582031,-12.46910477,24.01998519897461,-27.55774307,-20.13324165,-26.27020264,-24.07234573,-19.76676369,-12.56318092,-22.06213188,-14.69501686,-18.48602104,0.2453973591327667,-0.571141779,-0.281890839,0.014535313,0.1668419241905212,-0.121028394,-0.059509877,-0.030397626,0.3200617134571075,0.084473878,0.056234486,0.1666882038116455,0
4xhOJZZBO_A,144.30989148811935,320.24370022528115,295.79370999799386,312.9293240034019,316.5653876023804,289.24872155949305,0.8694102909559088,0.24203056,-0.000121661,1962.483907837109,6.8186865,6.882809771,16.47738751318947,52.53943634033203,-49.14006805,12.201385498046877,-13.41659451,-32.56269073,-40.15415955,-0.43499878,-11.51033306,3.763570070266724,-4.714614391,-4.921555519,4.437151908874512,-0.799893558,-0.268247098,0.096613884,0.2171899378299713,0.10093113,-0.417619556,-0.090818964,0.1188312917947769,0.015227942,0.024120269,-0.087894894,-0.21419467,0
s8aGrWPFoeM,157.37105256787842,422.5640958224419,190.41804342135143,221.27444703492776,383.0422478502945,285.18368894118004,0.1563712552743082,0.13810027,-0.000589054,2547.288939,1.556479713992762,10.109079568759824,12.109153634950744,51.53242874145508,-16.72807503,1.580761432647705,-11.48111534,-24.25334167,-49.76991272,-1.266201973,-30.37598801,-17.03709793,-19.67328453,-5.733353138,-12.70363235,0.004263,-0.091276221,-0.075535029,0.009525607,0.011708464,0.044293985,-0.020921322,0.081081025,0.034885623,-0.090772212,-0.011135617,0.023360422,0
5o0ATfH_4Xc,188.23090565017245,318.3992322368831,219.0496699298953,237.8429958678701,251.2581146483697,237.2293830012088,0.3503206718767789,0.13235678,-0.000411179,1020.4293157208872,1.6065459125594197,4.337261861189767,12.216994450171647,172.30001831054688,-52.57191086,-2.018907547,-5.087787151,-56.58696365,-5.435060978,-4.170776844,-39.74324036,-6.082840919,7.389643669128418,-11.3186245,-5.613580227,-0.049290441,0.094740145,0.1030511781573295,0.1153751164674758,-0.127386793,-0.069572181,0.2093104720115661,-0.019850835,-0.120433263,0.091506578,-0.008545231,-0.07110665,0
0xv13yyo270,,,,,,,,0.44247139,2.4630506345602043e-07,190.89377841741205,-0.185051915,0,-151.7167554,92.65760040283205,13.867368698120115,10.49349594116211,10.68431282043457,12.104381561279297,4.109937668,7.221930027008057,-1.158641577,-3.529143095,5.972592830657959,2.6553404331207275,4.168022155761719,0.1076696589589119,0.088970385,0.094533913,0.012947797,0.017840842,-0.013334194,0.000905245,0.028438214,-0.024843886,0.035348237,-0.020033659,-0.004297515,0
2Ji5896vft8,174.6141157165019,766.0844957005891,204.0850057270881,215.59786236774465,359.43219440617736,332.6071607812202,4.587944029194399,0.18827316,-0.000329082,1078.108503,4.801034928932545,4.208865226023386,5.831682676424713,208.6501617431641,-93.97138977,-13.3669939,17.322956085205078,-42.9882164,-9.69606781,2.961021661758423,-20.01031113,7.161895275115967,7.240536689758301,-15.66294956,-9.586005211,0.129712313,-0.573513091,-0.148155853,-0.037043005,-0.13602823,0.063504629,0.08837346,0.1125940307974815,0.1712882071733474,0.002856057,-0.060566429,0.027443934,0
1Ljf-wUC8Mk,367.86341164694414,567.3229357134146,396.5502035487653,422.5640958224419,434.9461689552743,421.0936162,-0.45563646,0.1854886,-0.00033552,1503.461124479961,-1.290199263,3.581656613126427,17.923614928188417,95.21891021728516,-34.38987732,52.73727798461914,0.1819626092910766,-27.94447517,-13.53631115,-26.48828125,-3.863274097,-3.794463634,-24.57845306,-5.242677212,-17.99839783,-0.195219293,0.5296660661697388,0.3989446759223938,-0.100119919,-0.200729147,0.1135172694921493,0.1931529343128204,-0.203187138,-0.070520006,0.2709089517593384,-0.199458465,-0.091839232,0
#NAME?,169.64319079487348,278.7883336231537,180.77186920887388,201.74088950502764,218.73289323986043,203.6902133258378,-0.166321544,0.18156868,-0.000325736,1545.7907696004047,-3.906928615,7.649574805,12.74584629,101.9832000732422,-48.27542877,12.135469436645508,-3.56383419,-15.47926235,-25.18762779,-22.34187508,-21.30822945,-5.640666008,-23.34377861,-0.693105698,-10.3044138,0.3663204312324524,0.178078145,-0.08369413,-0.008852808,0.1064998209476471,0.1308297663927078,0.085363865,0.000408097,0.1585216373205185,-0.045110676,0.03023055,0.023733828,0
3g9zWMbdSUM,138.59131548843604,353.2860680198856,142.65235101161107,143.47872767421205,150.91728297603825,165.0590736294256,-0.01092374,0.16522034,0.000150888,893.4882051585354,-0.511787367,5.816601426700388,13.990674598770584,176.23934936523438,-31.72095299,30.974449157714844,16.024765014648438,-57.35863876,-7.869882584,-5.155217648,-52.84970856,-20.16200066,-2.272168636,-26.31537056,-13.13429546,0.1920258402824401,0.1469839215278625,-0.300548792,-0.217098564,0.096915759,0.057796828,0.042211071,0.067961231,-0.07532528,-0.093249671,0.048956376,0.062790945,0
wQ5gDDWS-7M,237.1560802694281,674.6644716546241,267.740773,290.2917403700367,331.5370699244067,328.83268882738537,6.596649186875613,0.17044342,0.000949905,1262.2144252660248,2.8249708543386425,4.0963435885820365,4.386101361403814,186.1914520263672,-106.7099075,-27.23999214,0.1640601903200149,-56.0760994,-7.678864956,1.987383246421814,-19.17934799,10.211780548095703,5.981038093566895,-10.73929024,2.9917774200439453,-0.171121985,-0.224291056,0.4195062220096588,-0.130920261,-0.331287056,0.1311311721801757,-0.025058001,-0.038049791,0.032006051,-0.07851921,0.1679249107837677,0.063615173,0
3RnUwRYtypQ,155.56349186104043,280.40333801023763,190.1438616144517,218.73289323986043,247.2992802353837,219.4734550187623,0.078385275,0.13772663,-8.80E-05,860.4937386519546,0.6352236348894663,3.923327777,13.743079779626672,165.77024841308594,-49.30635452,6.9371867179870605,22.744060516357425,-21.48728752,3.3626914024353027,-5.808219433,-26.77796364,-3.186089993,-3.73410368,-13.87671471,-8.059761047,0.1083413213491439,-0.055005994,-0.240922123,-0.157834202,0.024028119,0.067078754,-0.029004069,-0.124256045,-0.030200299,0.100999005,0.064171895,0.013258769,0
